0.65523,0.64756,0.65046,0.65339,0.65061,0.65452,0.66088,0.66579,0.66372,0.65542,0.64817,0.6468,0.64666,0.64946,0.65058,0.6533,0.65552,0.6571,0.6588,0.65956,0.65184,0.65562,0.66331,0.66655,0.66666,0.66794,0.66699,0.66479,0.66237,0.66069,0.66141,0.66131,0.6572,0.65573,0.64881,0.64827
0.47762,0.49119,0.51438,0.55107,0.56388,0.59921,0.59764,0.61915,0.63907,0.60796,0.62118,0.65008,0.62756,0.61458,0.57533,0.56917,0.62056,0.65626,0.66362,0.66665,0.66526,0.66821,0.66971,0.66777,0.6561,0.66029,0.66482,0.67072,0.66867,0.66756,0.66481,0.66235,0.66053,0.65673,0.60478,0.48061
0.31665,0.32666,0.33339,0.34633,0.33763,0.31626,0.29424,0.28125,0.28522,0.28322,0.29938,0.38684,0.44983,0.45129,0.40947,0.39907,0.39428,0.40054,0.39028,0.41101,0.41035,0.42959,0.45098,0.48237,0.44671,0.41609,0.46276,0.47411,0.47115,0.46266,0.44786,0.44972,0.41537,0.42007,0.37153,0.33389
0.15567,0.15621,0.15665,0.15604,0.15605,0.15535,0.15682,0.15717,0.15835,0.16039,0.16637,0.15142,0.15201,0.15619,0.1647,0.16932,0.17798,0.18359,0.19159,0.19232,0.17545,0.16418,0.16474,0.1694,0.16729,0.16632,0.1604,0.15851,0.15461,0.15371,0.15701,0.15667,0.15482,0.15598,0.15901,0.15668
0.12263,0.12291,0.12431,0.12538,0.12575,0.12457,0.12689,0.12836,0.12974,0.12632,0.14932,0.14157,0.11995,0.12155,0.12447,0.12465,0.12469,0.12422,0.1243,0.12278,0.12391,0.1243,0.12577,0.12671,0.12756,0.12654,0.12571,0.1251,0.12395,0.12224,0.126,0.12368,0.12604,0.12351,0.12581,0.12784
0.10682,0.10769,0.10826,0.10827,0.10905,0.10912,0.10853,0.10746,0.10725,0.1065,0.12043,0.16404,0.14068,0.10595,0.10689,0.10731,0.10712,0.10682,0.10623,0.11372,0.12995,0.10995,0.10815,0.10863,0.10883,0.1078,0.10714,0.1068,0.10588,0.12331,0.12493,0.13704,0.17446,0.11306,0.10625,0.11057
0.097614,0.098518,0.099441,0.099128,0.099484,0.099771,0.099489,0.098631,0.097852,0.096526,0.1051,0.16528,0.16084,0.12307,0.098006,0.098326,0.097801,0.097758,0.097565,0.15452,0.18777,0.12442,0.11434,0.099266,0.099032,0.098919,0.09838,0.097982,0.097318,0.13783,0.1703,0.19881,0.18827,0.11016,0.097816,0.09725
0.094941,0.09522,0.095449,0.094762,0.094161,0.094003,0.093638,0.093105,0.09259,0.093851,0.12913,0.15267,0.15362,0.15742,0.1011,0.094969,0.094475,0.094497,0.098086,0.14956,0.15148,0.14285,0.11096,0.094604,0.094106,0.093622,0.093773,0.093633,0.093805,0.093912,0.12359,0.13782,0.11682,0.094791,0.09587,0.094902
0.091038,0.091515,0.091731,0.09158,0.09141,0.091245,0.090918,0.091108,0.091693,0.096254,0.13691,0.14048,0.14366,0.14089,0.11017,0.093192,0.094907,0.096847,0.10008,0.13274,0.13867,0.14505,0.09531,0.091433,0.090952,0.091738,0.091107,0.092483,0.11012,0.10478,0.092446,0.098565,0.10359,0.090992,0.091295,0.090796
0.091724,0.092253,0.092603,0.092543,0.092188,0.091926,0.092236,0.092646,0.093166,0.093716,0.12892,0.13701,0.11233,0.09543,0.096253,0.10013,0.10544,0.12257,0.12597,0.14678,0.14303,0.15095,0.16548,0.09878,0.096491,0.10038,0.096204,0.094914,0.10262,0.10121,0.092372,0.091486,0.090848,0.091298,0.091793,0.091532
0.097167,0.097081,0.096203,0.095243,0.094756,0.094148,0.094351,0.1006,0.11425,0.10591,0.1005,0.095725,0.096559,0.09877,0.10032,0.10636,0.1839,0.25419,0.25072,0.29054,0.27166,0.19318,0.19554,0.15898,0.10779,0.13869,0.11571,0.11768,0.13389,0.096396,0.095565,0.095314,0.095427,0.095168,0.095856,0.096362
0.1002,0.099694,0.099377,0.098916,0.098927,0.098583,0.10706,0.14882,0.11932,0.10692,0.10395,0.1004,0.1001,0.10061,0.10085,0.10313,0.18903,0.29522,0.28541,0.29717,0.3372,0.2309,0.28154,0.22442,0.1689,0.18678,0.1677,0.15326,0.14504,0.13713,0.1067,0.10126,0.10007,0.10012,0.10059,0.10038
0.11102,0.11015,0.10848,0.10798,0.10833,0.11576,0.18486,0.2008,0.17353,0.16478,0.1235,0.10812,0.1086,0.10852,0.10804,0.10756,0.11099,0.18149,0.23515,0.15783,0.1642,0.19876,0.23615,0.20104,0.22574,0.22086,0.23353,0.23813,0.19136,0.17961,0.13853,0.12291,0.11494,0.10997,0.1107,0.11112
0.12979,0.12816,0.1272,0.12528,0.12401,0.1435,0.23493,0.28214,0.26296,0.19789,0.20406,0.1502,0.13697,0.12589,0.12644,0.12397,0.12572,0.1511,0.16985,0.17159,0.19717,0.17979,0.21729,0.26611,0.28466,0.28628,0.30218,0.26437,0.25528,0.26337,0.22695,0.177,0.14772,0.12657,0.12992,0.12987
0.15764,0.16201,0.16644,0.15737,0.16999,0.20833,0.25541,0.29742,0.28204,0.3587,0.37508,0.32706,0.20563,0.15374,0.15445,0.15314,0.15446,0.16918,0.1757,0.18243,0.21048,0.2449,0.26325,0.27347,0.29629,0.3075,0.27284,0.2317,0.21387,0.2549,0.24335,0.24847,0.24695,0.20231,0.17142,0.15428
0.30689,0.31136,0.32802,0.32749,0.32566,0.33622,0.38613,0.45235,0.47325,0.457,0.46155,0.43301,0.2982,0.5674,0.34535,0.24767,0.22453,0.19839,0.21771,0.25892,0.26426,0.26679,0.25638,0.29578,0.34841,0.3764,0.33849,0.32951,0.29756,0.28266,0.32145,0.3578,0.39187,0.37545,0.39977,0.38706
0.43072,0.42731,0.44539,0.46892,0.51357,0.53376,0.53654,0.54586,0.52065,0.49817,0.44695,0.48831,0.55539,0.64576,0.64257,0.5739,0.3705,0.27249,0.22618,0.265,0.27885,0.26439,0.26876,0.3455,0.3966,0.40959,0.41919,0.44537,0.43296,0.40972,0.40644,0.413,0.42897,0.4516,0.48035,0.45776
0.53947,0.53405,0.53731,0.54035,0.55757,0.55903,0.55831,0.55802,0.55266,0.54671,0.55029,0.53504,0.55259,0.55509,0.56494,0.55537,0.53317,0.524,0.50958,0.48118,0.48053,0.47994,0.4843,0.49563,0.50316,0.50297,0.5024,0.5156,0.51687,0.51948,0.51837,0.51742,0.52092,0.5278,0.53789,0.54226
